review_label,label_schema,review_reason,partition,bvid,text,pred_label,pred_raw_label,model_confidence,lexicon_score,prob_positive,prob_neutral,prob_negative,pos_cnt,neg_cnt,word_len
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,孙悟空绷不住了,负面,正面,0.4867208268682279,-2.0,0.4867208268682279,0.4447528004741918,0.0685263726575801,0,2,3
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,绷不住了,负面,正面,0.4927771881631481,-2.0,0.4927771881631481,0.4560825268931431,0.0511402849437088,0,2,2
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,你们都不行，水泥厂来卷,负面,中性,0.51425541325349,-2.0,0.1279890594841589,0.51425541325349,0.3577555272623511,0,2,6
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,黑马的ppt从不让我失望,负面,中性,0.534576502961708,-2.0,0.3855383753754556,0.534576502961708,0.0798851216628363,0,2,5
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,这都不要钱，我都不好意思看,负面,中性,0.5391836457604418,-2.0,0.0667383358581688,0.5391836457604418,0.3940780183813894,0,2,7
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,希望我可以看完,正面,中性,0.5477650568863481,2.0,0.240744907326802,0.5477650568863481,0.2114900357868497,2,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,110，离谱,负面,中性,0.5960830075673897,-2.0,0.1693930445264634,0.5960830075673897,0.2345239479061467,0,2,3
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,看不懂,负面,中性,0.5967593303133005,-2.0,0.3508154729139296,0.5967593303133005,0.0524251967727698,0,2,1
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,其实实际生产时候用不了这么多东西，就最基础的增删改查就完事了，真要你优化数据库情况太少了,负面,正面,0.4671308846808231,-1.0,0.4671308846808231,0.0763543375692438,0.4565147777499331,0,1,23
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,nt学委，你自己学过然后嫌老师讲的慢，别的同学你一点不管,负面,负面,0.4763696399011384,-1.0,0.4505406019783589,0.0730897581205026,0.4763696399011384,0,1,15
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,要么卷死，要么饿死,负面,负面,0.4772171256920402,-1.0,0.1440287621319625,0.3787541121759971,0.4772171256920402,0,1,6
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,他耶这一下我崩不住了,负面,中性,0.4980492329255079,-1.0,0.3810395306018822,0.4980492329255079,0.12091123647261,0,1,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,给我冲,正面,中性,0.5057172388208305,1.0,0.1995451803492116,0.5057172388208305,0.2947375808299579,1,0,2
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,我二弟天下无敌,正面,中性,0.5324384824653458,1.0,0.1941502518990017,0.5324384824653458,0.2734112656356524,1,0,2
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,大家好， 我是来听催眠曲的，不知为啥，就MySQL困，别的都不困,负面,负面,0.5467324554827747,-1.0,0.0921167821370538,0.3611507623801716,0.5467324554827747,1,2,17
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,求求你们卷死我,负面,中性,0.5630296667353718,-1.0,0.1367084710634313,0.5630296667353718,0.3002618622011967,0,1,4
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,幼儿园小班班长前前来内卷,负面,中性,0.5845239885324358,-1.0,0.1611725915014528,0.5845239885324358,0.2543034199661113,0,1,7
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,其实24年入JAVA不算49年入国军，JAVA是给低学历普通人入行的，其他很多编程语言工作卡学历，只能说是红利没多少了,负面,负面,0.5931359873914249,-1.0,0.2707844856829151,0.13607952692566,0.5931359873914249,0,1,28
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,各位哥哥姐姐好，我今年上三年级了，过来跟哥哥姐姐们一起学习,正面,负面,0.6042803087530598,1.0,0.2603447653849399,0.1353749258620002,0.6042803087530598,1,0,16
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,卷死了,负面,中性,0.6050441397917504,-1.0,0.1787310155346846,0.6050441397917504,0.2162248446735648,0,1,2
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,70个卷王 卷死了,负面,中性,0.619741414325874,-1.0,0.2007851922933803,0.619741414325874,0.1794733933807454,0,1,5
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,清清楚楚。,正面,中性,0.6225469323788122,1.0,0.2873654467193904,0.6225469323788122,0.0900876209017974,1,0,2
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,天软猫哥实名内卷,负面,中性,0.6381820677959007,-1.0,0.1452002223385493,0.6381820677959007,0.21661770986555,0,1,5
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,399的话确实不贵，这个能坚持下来就交钱,正面,负面,0.6517060302755252,1.0,0.1374908866341851,0.2108030830902896,0.6517060302755252,1,0,12
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,6年了 还是中级程序员,正面,负面,0.6570499664006739,1.0,0.1231079913753118,0.2198420422240141,0.6570499664006739,1,0,5
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,学完我就去送外卖，月薪要是不到2万就回来扁你,负面,负面,0.3610002689191449,0.0,0.2862380685144574,0.3527616625663977,0.3610002689191449,0,0,14
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,数据库的重要性都是要对数据库熟悉的,负面,负面,0.3688742142540769,0.0,0.2947878043203761,0.336337981425547,0.3688742142540769,0,0,7
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,胡玉清韩永强别卷了我遭不住了,正面,中性,0.3716548647762386,0.0,0.3674078293973006,0.3716548647762386,0.2609373058264607,0,0,5
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,与教python不是一个人,负面,中性,0.3721737099464743,0.0,0.2832346436430179,0.3721737099464743,0.3445916464105078,0,0,5
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,学完这个课能拿捏学校的数据库原理与运用不,负面,中性,0.377973414305987,0.0,0.2472853082787739,0.377973414305987,0.3747412774152391,0,0,10
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,一杯咖啡，一条烟，一个视频看一天（1）,负面,中性,0.386405420718031,0.0,0.3064223287430598,0.386405420718031,0.3071722505389092,0,0,10
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,大学生一枚这么多课，3个月也看不完,负面,负面,0.3913929539524563,0.0,0.2468543192573153,0.3617527267902283,0.3913929539524563,0,0,10
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,hnmz小朱计划10天学完，从删库到跑路，隔壁Java还有一百多集,正面,正面,0.3942810793910021,0.0,0.3942810793910021,0.3176238825169676,0.2880950380920302,0,0,18
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,你们好卷，两点了还有60个人,正面,中性,0.3973196343312119,0.0,0.3114662598470399,0.3973196343312119,0.291214105821748,0,0,7
0,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,正在喝水的赶紧吞下去或者别喝,负面,中性,0.3978754391264288,0.0,0.2365845583013648,0.3978754391264288,0.3655400025722063,0,0,7
-1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,怎么不是臭蛋,负面,中性,0.4082387588431496,0.0,0.248702506487294,0.4082387588431496,0.3430587346695564,0,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,如果我们的数据库基础很扎实u,正面,中性,0.4089314930152765,0.0,0.3108730432285853,0.4089314930152765,0.2801954637561381,0,0,7
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,真卷啊,负面,中性,0.4117582385888429,0.0,0.1779702574371937,0.4117582385888429,0.4102715039739633,0,0,1
-1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,夺笋啊,负面,中性,0.4117582385888429,0.0,0.1779702574371937,0.4117582385888429,0.4102715039739633,0,0,1
0,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,兄弟和你心连心，你和兄弟玩脑筋,正面,中性,0.4117626586565953,0.0,0.3859054974427546,0.4117626586565953,0.20233184390065,0,0,6
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,66啊200多个人,负面,中性,0.4118313260301542,0.0,0.2587654474759991,0.4118313260301542,0.3294032264938465,0,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,世子之争，素来如此！,正面,正面,0.4126517811236226,0.0,0.4126517811236226,0.3696583053411094,0.217689913535268,0,0,6
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,四大金刚，把大美人,负面,中性,0.4130388686574642,0.0,0.2084584546313899,0.4130388686574642,0.3785026767111459,0,0,5
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,兄弟们留点活路，别这么卷,正面,正面,0.4133049854860977,0.0,0.4133049854860977,0.3444487663294239,0.2422462481844783,0,0,8
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,我在最后一集等待各位的到来,负面,中性,0.4142507252631082,0.0,0.2263589539236725,0.4142507252631082,0.3593903208132192,0,0,6
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,西交大zkq学MySql！,负面,中性,0.4146389089606395,0.0,0.2569774752460566,0.4146389089606395,0.3283836157933038,0,0,6
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,SQL是一门语言 全称结构化查询语言 是操作关系型数据库的一门语言 所有的关系型数据库软件都是基于SQL语言的,正面,正面,0.4154259957415377,0.0,0.4154259957415377,0.2763720164116527,0.3082019878468095,0,0,21
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,65个人，要不要这么卷,正面,中性,0.4158517591029079,0.0,0.3417012371488929,0.4158517591029079,0.2424470037481992,0,0,7
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,老师像孙悟空声音,负面,负面,0.4159093879804395,0.0,0.2999753225403794,0.2841152894791811,0.4159093879804395,0,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,15-30k是不是就是15k,负面,负面,0.4171873073309545,0.0,0.1701465311898171,0.4126661614792284,0.4171873073309545,0,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,2倍速之后就是猴哥,正面,中性,0.4176634884868379,0.0,0.3541476295668777,0.4176634884868379,0.2281888819462843,0,0,5
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,当你们当你们看到这里时，我向治龙已经三刷了,正面,正面,0.4195644355001152,0.0,0.4195644355001152,0.2549484265298877,0.3254871379699969,0,0,11
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,没接触过，来报道！,正面,中性,0.4202616629233915,0.0,0.3841221824837982,0.4202616629233915,0.1956161545928102,0,0,7
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,好像猴哥在讲课啊,正面,中性,0.4207507188904708,0.0,0.2980418779707138,0.4207507188904708,0.2812074031388154,0,0,4
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,黑马真费了 在这是学习 上课不讲 让去哔哩哔哩看,负面,负面,0.4225452520123074,0.0,0.2193183368094741,0.3581364111782184,0.4225452520123074,0,0,12
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,啊伟啊伟,负面,负面,0.4249713492443217,0.0,0.1884997457961698,0.3865289049595085,0.4249713492443217,0,0,2
