partition,bvid,text,pred_label,pred_raw_label,model_confidence,prob_positive,prob_neutral,prob_negative,lexicon_score,pos_cnt,neg_cnt
学习区,BV1Kr4y1i7ru,双体软件精英产业学院打卡！！！,正面,正面,0.9010599625140304,0.9010599625140304,0.08936053483721869,0.009579502648750982,0.0,0,0
学习区,BV1Kr4y1i7ru,鲜衣怒码少年郎23/8/20打卡！！,正面,正面,0.7770633406362202,0.7770633406362202,0.19443441822788657,0.02850224113589326,0.0,0,0
学习区,BV1Kr4y1i7ru,从入门到入土,正面,中性,0.6466739016768596,0.22008839416223017,0.6466739016768596,0.13323770416091033,0.0,0,0
学习区,BV1Kr4y1i7ru,先把饼画起来,正面,中性,0.5979725583823813,0.2535987222281189,0.5979725583823813,0.14842871938949986,0.0,0,0
学习区,BV1Kr4y1i7ru,强者发型,正面,中性,0.6886938065095504,0.17029534334536445,0.6886938065095504,0.14101085014508527,0.0,0,0
学习区,BV1Kr4y1i7ru,"数据并不是页面写死,数据库中的这些网站,数据取出来,加入对应的业务逻辑",正面,正面,0.5169414747101565,0.5169414747101565,0.30813106598999496,0.1749274592998486,0.0,0,0
学习区,BV1Kr4y1i7ru,北大学生前来报到,正面,中性,0.6035562370284763,0.23565737719742533,0.6035562370284763,0.1607863857740985,0.0,0,0
学习区,BV1Kr4y1i7ru,孙悟空孙悟空孙悟空孙悟空孙悟空,正面,中性,0.48611661502041414,0.32267786160287926,0.48611661502041414,0.19120552337670665,0.0,0,0
学习区,BV1Kr4y1i7ru,杨藉智到此一游,正面,中性,0.6615658764545576,0.18661017895609677,0.6615658764545576,0.15182394458934567,0.0,0,0
学习区,BV1Kr4y1i7ru,狗锋打卡,正面,中性,0.6144655536385613,0.25084570948571333,0.6144655536385613,0.13468873687572533,0.0,0,0
学习区,BV1Kr4y1i7ru,会计来卷了,正面,中性,0.7079931903958119,0.18087744137360867,0.7079931903958119,0.11112936823057946,0.0,0,0
学习区,BV1Kr4y1i7ru,小加打卡,正面,中性,0.6144655536385613,0.25084570948571333,0.6144655536385613,0.13468873687572533,0.0,0,0
学习区,BV1Kr4y1i7ru,54个好兄弟,正面,中性,0.6894833216038212,0.1845160538348914,0.6894833216038212,0.12600062456128727,1.0,1,0
学习区,BV1Kr4y1i7ru,下羽了喵打卡,正面,中性,0.6061082572881814,0.265960245484984,0.6061082572881814,0.12793149722683453,0.0,0,0
学习区,BV1Kr4y1i7ru,前面那个声音像孙悟空的笑死了,正面,正面,0.6710868997537973,0.6710868997537973,0.12383515413293555,0.20507794611326716,1.0,1,0
学习区,BV1Kr4y1i7ru,好了，这下全村又都知道我是零基础了,正面,负面,0.5698611634402668,0.21677413306865967,0.2133647034910736,0.5698611634402668,1.0,1,0
学习区,BV1Kr4y1i7ru,本人发现资料中没有md格式笔记，就在CSDN上总结了一些笔记，希望可以帮到大家！（博主：Purse Wind）❀,正面,正面,0.8858943501338294,0.8858943501338294,0.02738355075159737,0.08672209911457313,2.0,2,0
学习区,BV1Kr4y1i7ru,Java之父：阿玮,正面,中性,0.6615658764545576,0.18661017895609677,0.6615658764545576,0.15182394458934567,0.0,0,0
学习区,BV1Kr4y1i7ru,中杯、大杯、超大杯,正面,中性,0.6333147693766817,0.20378278221570806,0.6333147693766817,0.16290244840761026,0.0,0,0
学习区,BV1Kr4y1i7ru,师傅被妖怪抓走了,正面,中性,0.6537491834060687,0.21733904816094185,0.6537491834060687,0.12891176843298952,0.0,0,0
学习区,BV1Kr4y1i7ru,吕德华实名打卡,正面,中性,0.5535270196878235,0.29404868161380515,0.5535270196878235,0.15242429869837137,0.0,0,0
学习区,BV1Kr4y1i7ru,华北电力大学卷王第一天,正面,中性,0.6615658764545576,0.18661017895609677,0.6615658764545576,0.15182394458934567,0.0,0,0
学习区,BV1Kr4y1i7ru,发型很正确,正面,中性,0.5405107480457503,0.35020814592365007,0.5405107480457503,0.10928110603059965,2.5,2,0
学习区,BV1Kr4y1i7ru,为了让事务存储迎请缩影优化所就是一种重要的我形式,正面,正面,0.37734288014729106,0.37734288014729106,0.33007108785312683,0.292586031999582,0.0,0,0
学习区,BV1Kr4y1i7ru,卷王第二遍,正面,中性,0.6886938065095504,0.17029534334536445,0.6886938065095504,0.14101085014508527,0.0,0,0
学习区,BV1Kr4y1i7ru,产品经理来卷了,正面,中性,0.6814938012319078,0.1986108057369611,0.6814938012319078,0.1198953930311311,0.0,0,0
学习区,BV1Kr4y1i7ru,越听越像孙悟空,正面,中性,0.48611661502041414,0.32267786160287926,0.48611661502041414,0.19120552337670665,0.0,0,0
学习区,BV1Kr4y1i7ru,从删库到跑路,正面,中性,0.6176008806358708,0.23977580188039813,0.6176008806358708,0.14262331748373103,0.0,0,0
学习区,BV1Kr4y1i7ru,发量预警,正面,中性,0.6886938065095504,0.17029534334536445,0.6886938065095504,0.14101085014508527,0.0,0,0
学习区,BV1Kr4y1i7ru,钟神别卷了,正面,中性,0.6940047507687073,0.17406164609225552,0.6940047507687073,0.1319336031390372,0.0,0,0
学习区,BV1Kr4y1i7ru,尊师阿伟,正面,中性,0.6886938065095504,0.17029534334536445,0.6886938065095504,0.14101085014508527,0.0,0,0
学习区,BV1Kr4y1i7ru,《Circle语言》,正面,中性,0.6886938065095504,0.17029534334536445,0.6886938065095504,0.14101085014508527,0.0,0,0
学习区,BV1Kr4y1i7ru,文松附体,正面,中性,0.6886938065095504,0.17029534334536445,0.6886938065095504,0.14101085014508527,0.0,0,0
学习区,BV1Kr4y1i7ru,学前端，要学数据库吗/,正面,中性,0.7319343671479128,0.14136104413357392,0.7319343671479128,0.12670458871851326,0.0,0,0
学习区,BV1Kr4y1i7ru,机械来卷,正面,中性,0.6886938065095504,0.17029534334536445,0.6886938065095504,0.14101085014508527,0.0,0,0
学习区,BV1Kr4y1i7ru,搞土木常年在工地被女友分手了，学MySQL换行业挽回一下。,正面,中性,0.4572347080445288,0.2868623485604445,0.4572347080445288,0.25590294339502667,0.0,0,0
学习区,BV1Kr4y1i7ru,猴哥,正面,中性,0.5336089216459213,0.3374879318452014,0.5336089216459213,0.12890314650887727,0.0,0,0
