review_label,label_schema,review_reason,partition,bvid,text,pred_label,pred_raw_label,model_confidence,lexicon_score,prob_positive,prob_neutral,prob_negative,pos_cnt,neg_cnt,word_len
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,我杨子肾就没学不会的课程,负面,正面,0.3757769170419409,-3.0,0.3757769170419409,0.2806421143433849,0.3435809686146742,0,3,6
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,我面试 应聘者的时候，问的数据库问题，基本都不会，我最后随便选了一个看着顺眼的,负面,中性,0.5408558593365294,-4.0,0.2191484277231393,0.5408558593365294,0.2399957129403314,2,6,17
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,还是阿玮的声音好听一点,正面,中性,0.5416844220671635,3.0,0.2015340790114731,0.5416844220671635,0.2567814989213634,3,0,5
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,我懂了 高级工程师,正面,中性,0.5582844260356215,3.0,0.2606785568824192,0.5582844260356215,0.1810370170819593,3,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,章鱼哥哈哈哈,正面,正面,0.5687669947664873,3.0,0.5687669947664873,0.1269654502100737,0.3042675550234389,3,0,3
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,这就高级了？工作过的都清楚这些事基础好吧，实践中的灵活组合运用才是关键关键,正面,正面,0.5746883232757011,7.0,0.5746883232757011,0.0046824546958404,0.4206292220284585,7,0,20
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,这个老师讲的很好，认真学,正面,正面,0.6247935999888544,4.5,0.6247935999888544,0.0394724199807172,0.3357339800304283,4,0,8
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,C++的学这个有用不,正面,正面,0.3543829729500571,2.0,0.3543829729500571,0.3453503335673218,0.3002666934826211,2,0,5
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,发型很正确,正面,中性,0.5405107480457503,2.5,0.35020814592365,0.5405107480457503,0.1092811060305996,2,0,3
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,声音太刺耳了，溜了，溜了,负面,中性,0.6567576914662164,-2.8,0.1937519153040995,0.6567576914662164,0.1494903932296839,0,2,7
-1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,找不找到工作我不知道，我知道可以入坟,正面,负面,0.4010771859911118,2.0,0.3172571750165824,0.2816656389923057,0.4010771859911118,2,0,11
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,java牛逼,正面,负面,0.408977832625705,2.0,0.3911825011673369,0.199839666206958,0.408977832625705,2,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,牛逼,正面,负面,0.4209631192108265,2.0,0.4036448114956092,0.1753920692935641,0.4209631192108265,2,0,2
-1,"1=正面,0=中性,-1=负面",词典偏正但模型偏负,学习区,BV1Kr4y1i7ru,有几个能是高级，2%通过率都没有,正面,负面,0.7554386783078642,3.0,0.1576496967430733,0.0869116249490626,0.7554386783078642,3,0,9
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,家人们，有课本推荐吗,正面,正面,0.4262359435301149,2.0,0.4262359435301149,0.3804293163198652,0.1933347401500198,2,0,6
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,ppt牛逼,正面,正面,0.4280818536263478,2.0,0.4280818536263478,0.1897565711040369,0.3821615752696153,2,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,这么厉害，牛哇牛哇,正面,正面,0.433006261992359,2.0,0.433006261992359,0.4042629815649024,0.1627307564427385,2,0,5
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,7.4展宸冲冲冲,正面,正面,0.4377792445832237,2.0,0.4377792445832237,0.4042653322596571,0.1579554231571191,2,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,谢谢宝宝,正面,中性,0.4391161302744295,2.0,0.4375680940329019,0.4391161302744295,0.1233157756926685,2,0,2
0,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,[前方高能],正面,中性,0.4391161302744295,2.0,0.4375680940329019,0.4391161302744295,0.1233157756926685,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,无敌铁牛,正面,中性,0.4391161302744295,2.0,0.4375680940329019,0.4391161302744295,0.1233157756926685,2,0,2
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,电商系统,正面,中性,0.4391161302744295,2.0,0.4375680940329019,0.4391161302744295,0.1233157756926685,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,肯定啦,正面,中性,0.4391161302744295,2.0,0.4375680940329019,0.4391161302744295,0.1233157756926685,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,无敌啦,正面,中性,0.4391161302744295,2.0,0.4375680940329019,0.4391161302744295,0.1233157756926685,2,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,老师讲的听不懂，还是b站大学牛壁,负面,中性,0.446459527292383,-2.0,0.1880920953073942,0.446459527292383,0.3654483774002227,0,2,9
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,2023年8月05日开始学习，预计年底之前完成学习,正面,正面,0.4568936071800811,2.0,0.4568936071800811,0.3193881424680784,0.2237182503518405,2,0,14
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,清晰人声,正面,正面,0.4576526348097913,2.0,0.4576526348097913,0.4216692559997179,0.1206781091904908,2,0,2
