partition,bvid,title,view_count,like_count,coin_count,favorite_count,reply_count,danmaku_count,text,label,text_clean,pos_cnt,neg_cnt,word_len,exclaim_cnt,question_cnt,lexicon_score,lexicon_pos_score,lexicon_neg_score,lexicon_abs_score,sentiment_density,pred,model_confidence,prob_negative,prob_neutral,prob_positive,pred_raw_label,pred_label
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,双体软件精英产业学院打卡！！！,,双体软件精英产业学院打卡！！！,0,0,9,3,0,0.0,0.0,0.0,0.0,0.0,1,0.9010599625140304,0.009579502648750982,0.08936053483721869,0.9010599625140304,正面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,鲜衣怒码少年郎23/8/20打卡！！,,鲜衣怒码少年郎23820打卡！！,0,0,7,2,0,0.0,0.0,0.0,0.0,0.0,1,0.7770633406362202,0.02850224113589326,0.19443441822788657,0.7770633406362202,正面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,从入门到入土,,从入门到入土,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.6466739016768596,0.13323770416091033,0.6466739016768596,0.22008839416223017,中性,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,先把饼画起来,,先把饼画起来,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.5979725583823813,0.14842871938949986,0.5979725583823813,0.2535987222281189,中性,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,都是卷王,,都是卷王,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.46151754260551525,0.41791683080992803,0.46151754260551525,0.12056562658455672,中性,负面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,强者发型,,强者发型,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.6886938065095504,0.14101085014508527,0.6886938065095504,0.17029534334536445,中性,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,"数据并不是页面写死,数据库中的这些网站,数据取出来,加入对应的业务逻辑",,"数据并不是页面写死,数据库中的这些网站,数据取出来,加入对应的业务逻辑",0,0,20,0,0,0.0,0.0,0.0,0.0,0.0,1,0.5169414747101565,0.1749274592998486,0.30813106598999496,0.5169414747101565,正面,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,北大学生前来报到,,北大学生前来报到,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.6035562370284763,0.1607863857740985,0.6035562370284763,0.23565737719742533,中性,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,孙悟空孙悟空孙悟空孙悟空孙悟空,,孙悟空孙悟空孙悟空孙悟空孙悟空,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.48611661502041414,0.19120552337670665,0.48611661502041414,0.32267786160287926,中性,正面
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757157,182502,155355,467973,15953,230155,杨藉智到此一游,,杨藉智到此一游,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.6615658764545576,0.15182394458934567,0.6615658764545576,0.18661017895609677,中性,正面
