partition,bvid,title,view_count,like_count,coin_count,favorite_count,reply_count,danmaku_count,text,label,text_clean,pos_cnt,neg_cnt,word_len,exclaim_cnt,question_cnt,lexicon_score,lexicon_pos_score,lexicon_neg_score,lexicon_abs_score,sentiment_density,pred,model_confidence,prob_negative,prob_neutral,prob_positive,pred_raw_label,pred_label,manual_label,manual_override
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,算把，前端跟后端交接，中间数据库当API,,算把，前端跟后端交接，中间数据库当API,0,0,13,0,0,0.0,0.0,0.0,0.0,0.0,-1,0.35925736958217064,0.35925736958217064,0.3169435253146416,0.32379910510318777,负面,中性,0.0,True
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,黑马出品，必出精品,,黑马出品，必出精品,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,-1,0.36797717562850446,0.36797717562850446,0.2890032663431944,0.34301955802830114,负面,负面,,False
生活区,BV1Rjc4zJEvz,鸡蛋不如老弟脸硬,7639986,458094,7604,125299,10730,1422,警示配音，不要模仿不然会很搞笑哟。请勿模仿。,,警示配音，不要模仿不然会很搞笑哟。请勿模仿。,1,0,14,0,0,1.0,1.0,0.0,1.0,0.07142857142857142,0,0.36855558572446606,0.31311683655239997,0.36855558572446606,0.31832757772313386,中性,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,这声音好像我家哥哥micro_frank啊,,这声音好像我家哥哥microfrank啊,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,1,0.37343006322710737,0.32538127723933463,0.30118865953355806,0.37343006322710737,正面,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,大家好，我叫叶李欣,,大家好，我叫叶李欣,1,0,6,0,0,1.0,1.0,0.0,1.0,0.16666666666666666,0,0.37516623015057704,0.3292987876127061,0.37516623015057704,0.295534982236717,中性,中性,0.0,True
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,这个老师是我见过讲得最好的老师,,这个老师是我见过讲得最好的老师,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,-1,0.37577695765736246,0.37577695765736246,0.3507274123043686,0.27349563003826893,负面,负面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,立马上岗的笑死我了,,立马上岗的笑死我了,1,0,4,0,0,1.0,1.0,0.0,1.0,0.25,1,0.3760000542055239,0.337416984864791,0.28658296092968505,0.3760000542055239,正面,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,北大青鸟报班 黑马上课,,北大青鸟报班黑马上课,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,1,0.37697215613575086,0.2542103450375112,0.368817498826738,0.37697215613575086,正面,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,这么厉害，牛哇牛哇,,这么厉害，牛哇牛哇,2,0,5,0,0,2.0,2.0,0.0,2.0,0.4,1,0.37848311725421346,0.36969881479357314,0.2518180679522134,0.37848311725421346,正面,正面,1.0,True
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,嘿嘿，kali linux 启动，sqlmap启动,,嘿嘿，kalilinux启动，sqlmap启动,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.38597985183427974,0.2515653143901133,0.38597985183427974,0.36245483377560683,中性,正面,1.0,True
