partition,bvid,text,pred_label,pred_raw_label,model_confidence,prob_positive,prob_neutral,prob_negative,lexicon_score,pos_cnt,neg_cnt
学习区,BV1Kr4y1i7ru,双体软件精英产业学院打卡！！！,正面,正面,0.8201083699717981,0.8201083699717981,0.17989163002820185,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,鲜衣怒码少年郎23/8/20打卡！！,正面,正面,0.5724107034806094,0.5724107034806094,0.4275892965193906,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,"数据并不是页面写死,数据库中的这些网站,数据取出来,加入对应的业务逻辑",正面,正面,0.9994496297618155,0.9994496297618155,0.0005503702381844944,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,54个好兄弟,正面,中性,0.8001047147237952,0.19989528527620487,0.8001047147237952,0.0,1.0,1,0
学习区,BV1Kr4y1i7ru,前面那个声音像孙悟空的笑死了,正面,正面,0.6898121467689398,0.6898121467689398,0.31018785323106024,0.0,1.0,1,0
学习区,BV1Kr4y1i7ru,原来我已经是一名工程工程师了dog,正面,中性,0.5795897570712353,0.4204102429287647,0.5795897570712353,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,好了，这下全村又都知道我是零基础了,正面,正面,0.8579460896054167,0.8579460896054167,0.14205391039458326,0.0,1.0,1,0
学习区,BV1Kr4y1i7ru,本人发现资料中没有md格式笔记，就在CSDN上总结了一些笔记，希望可以帮到大家！（博主：Purse Wind）❀,正面,正面,0.9999969000106322,0.9999969000106322,3.0999893677607915e-06,0.0,2.0,2,0
学习区,BV1Kr4y1i7ru,2倍速不够的，用edge插件视频速度控制，最高16倍速,正面,正面,0.9860168490421016,0.9860168490421016,0.013983150957898371,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,注意，这一集的内容已经结束了，后面都是广告,正面,正面,0.9439751367590384,0.9439751367590384,0.056024863240961564,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,发型很正确,正面,中性,0.5481519381910904,0.4518480618089096,0.5481519381910904,0.0,2.5,2,0
学习区,BV1Kr4y1i7ru,为了让事务存储迎请缩影优化所就是一种重要的我形式,正面,正面,0.9184904218347522,0.9184904218347522,0.08150957816524784,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,搞土木常年在工地被女友分手了，学MySQL换行业挽回一下。,正面,正面,0.9889913732177443,0.9889913732177443,0.01100862678225567,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,好像每个老师都这么讲,正面,中性,0.687877460724063,0.312122539275937,0.687877460724063,0.0,0.0,0,0
学习区,BV1Kr4y1i7ru,基础就够了，后面慢慢练,正面,中性,0.6318263985937437,0.3681736014062563,0.6318263985937437,0.0,0.0,0,0
