review_label,label_schema,review_reason,partition,bvid,text,pred_label,pred_raw_label,model_confidence,lexicon_score,prob_positive,prob_neutral,prob_negative,pos_cnt,neg_cnt,word_len
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,已点赞投币,正面,正面,0.5289869649891312,4.0,0.5289869649891312,0.4710130350108688,0.0,4,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈哈哈！,正面,正面,0.5289869649891312,4.0,0.5289869649891312,0.4710130350108688,0.0,4,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈哈哈。,正面,正面,0.5289869649891312,4.0,0.5289869649891312,0.4710130350108688,0.0,4,0,3
0,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,这个电磁炉太经典了,正面,中性,0.5023583211347517,2.8,0.4976416788652483,0.5023583211347517,0.0,2,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,最后的巴掌特别丝滑,正面,正面,0.5172834832926085,2.8,0.5172834832926085,0.4827165167073914,0.0,2,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈哈（岔气）,正面,中性,0.595402418790018,4.0,0.404597581209982,0.595402418790018,0.0,4,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈哈哈,正面,中性,0.6191057171354257,4.0,0.3808942828645742,0.6191057171354257,0.0,4,0,2
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,太像孙悟空了哈哈哈哈哈,正面,正面,0.6241289701758435,4.0,0.6241289701758435,0.3758710298241565,0.0,4,0,4
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,好喜欢梁彩铃啊啊啊啊,正面,正面,0.6248422539654084,3.0,0.6248422539654084,0.3751577460345916,0.0,3,0,4
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,还是阿玮的声音好听一点,正面,正面,0.646853886756241,3.0,0.646853886756241,0.353146113243759,0.0,3,0,5
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,加油，冲啊家人们,正面,正面,0.646853886756241,3.0,0.646853886756241,0.353146113243759,0.0,3,0,5
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈哈哈哈（岔气）,正面,中性,0.6487689939794827,3.0,0.3512310060205172,0.6487689939794827,0.0,3,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,章鱼哥哈哈哈,正面,中性,0.6487689939794827,3.0,0.3512310060205172,0.6487689939794827,0.0,3,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,哈哈哈哈哈哈哈！,正面,中性,0.6487689939794827,3.0,0.3512310060205172,0.6487689939794827,0.0,3,0,3
1,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,59个人啊哈哈哈,正面,中性,0.6508385208892448,3.0,0.3491614791107552,0.6508385208892448,0.0,3,0,3
0,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,我懂了 高级工程师,正面,中性,0.6546890049036358,3.0,0.3453109950963641,0.6546890049036358,0.0,3,0,3
