partition,bvid,title,view_count,like_count,coin_count,favorite_count,reply_count,danmaku_count,text,label,text_clean,pos_cnt,neg_cnt,word_len,exclaim_cnt,question_cnt,lexicon_score,lexicon_pos_score,lexicon_neg_score,lexicon_abs_score,sentiment_density,pred,model_confidence,prob_negative,prob_neutral,prob_positive,pred_raw_label,pred_label,manual_label,manual_override
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,前面那个声音像孙悟空的笑死了,,前面那个声音像孙悟空的笑死了,1,0,7,0,0,1.0,1.0,0.0,1.0,0.14285714285714285,-1,0.6699227981742047,0.6699227981742047,0.10025990270269117,0.2298172991231041,负面,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,好了，这下全村又都知道我是零基础了,,好了，这下全村又都知道我是零基础了,1,0,9,0,0,1.0,1.0,0.0,1.0,0.1111111111111111,-1,0.8755211958363381,0.8755211958363381,0.054690564942464055,0.06978823922119765,负面,负面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,本人发现资料中没有md格式笔记，就在CSDN上总结了一些笔记，希望可以帮到大家！（博主：Purse Wind）❀,,本人发现资料中没有md格式笔记，就在CSDN上总结了一些笔记，希望可以帮到大家！博主PurseWind,2,0,25,1,0,2.0,2.0,0.0,2.0,0.08,-1,0.747030292855868,0.747030292855868,0.006747644366037573,0.2462220627780945,负面,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,发型很正确,,发型很正确,2,0,3,0,0,2.5,2.5,0.0,2.5,0.6666666666666666,1,0.6767519041216519,0.01748159062018024,0.3057665052581679,0.6767519041216519,正面,中性,0.0,True
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,Java第20期+Day14+小节数61-65 打卡内容：系统学习了SQL中的InnoDB、MyISAM和Memory引擎以及Linux下安装MySQL,,Java第20期Day14小节数6165打卡内容系统学习了SQL中的InnoDBMyISAM和Memory引擎以及Linux下安装MySQL,2,1,22,0,0,1.0,2.0,1.0,1.0,0.13636363636363635,-1,0.5472995685043854,0.5472995685043854,0.0978576621873556,0.3548427693082589,负面,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,和老师隔了一层壁 完全听不懂他在说什么 跑过来自学,,和老师隔了一层壁完全听不懂他在说什么跑过来自学,0,2,11,0,0,-2.0,0.0,2.0,2.0,0.18181818181818182,0,0.716316755634076,0.16223917190964454,0.716316755634076,0.12144407245627932,中性,中性,0.0,True
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,这就高级了？工作过的都清楚这些事基础好吧，实践中的灵活组合运用才是关键关键,,这就高级了？工作过的都清楚这些事基础好吧，实践中的灵活组合运用才是关键关键,7,0,20,0,1,7.0,7.0,0.0,7.0,0.35,-1,0.882984968723528,0.882984968723528,0.00018808324587965363,0.11682694803059228,负面,负面,-1.0,True
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,全民制作人，大家好，你是练习时常两年半的个人练习生,,全民制作人，大家好，你是练习时常两年半的个人练习生,1,0,13,0,0,1.0,1.0,0.0,1.0,0.07692307692307693,-1,0.6831432523355999,0.6831432523355999,0.08471273531802775,0.23214401234637244,负面,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,大家好，我是学数学的,,大家好，我是学数学的,1,0,5,0,0,1.0,1.0,0.0,1.0,0.2,-1,0.6425839549367311,0.6425839549367311,0.2687313735782512,0.08868467148501766,负面,正面,,False
学习区,BV1Kr4y1i7ru,黑马程序员 MySQL数据库入门到精通，从mysql安装到mysql高级、mysql优化全囊括,12757390,182503,155358,467984,15953,230164,96位同学们，你们晚上好啊,,96位同学们，你们晚上好啊,1,0,8,0,0,1.0,1.0,0.0,1.0,0.125,-1,0.48201571311548974,0.48201571311548974,0.21933599808021068,0.2986482888042995,负面,正面,,False
